cif,FundID,cust_rlv,fund_rlv
1000053652,JA026,5,4
1000053652,04015,5,4
1000053763,03028,5,5
1000053763,03034,5,5
1000053763,03029,5,5
1000053797,AL003,5,3
1000053797,PI153,5,3
1000053839,06022,5,4
1000053839,06017,5,4
1000054206,FD060,5,5
1000054206,UB047,5,5
1000054248,FD060,5,5
1000054253,06028,5,5
1000054509,05005,5,4
1000054509,02029,5,3
1000054638,02009,5,5
1000054686,AL003,4,3
1000054712,FD083,4,3
1000054765,FC016,4,3
1000054766,09006,4,4
1000054766,AL003,4,3
1000054957,NN025,3,3
1000055122,FD060,5,5
1000055122,06030,5,5
1000055122,SC086,5,4
1000055160,NN025,5,3
1000055160,AL003,5,3
1000055167,04002,4,2
1000055225,02007,4,3
1000055239,UB047,5,5
1000055247,SC120,5,5
1000055297,AL003,3,3
1000055318,03034,5,5
1000055318,FD059,5,5
1000055318,LM042,5,4
1000055318,03029,5,5
1000055318,03026,5,4
1000055318,06025,5,5
1000055318,FD006,5,3
1000055318,01015,5,4
1000055318,06028,5,5
1000055318,03031,5,5
1000055318,06017,5,4
1000055318,01017,5,4
1000055318,FD063,5,5
1000055318,03033,5,5
1000055365,03020,4,4
1000055392,02007,3,3
1000055543,JA026,4,4
1000055558,02007,3,3
1000055886,SC086,5,4
1000055886,07079,5,5
1000055895,FD041,4,4
1000055895,02007,4,3
1000055895,FD017,4,4
1000055895,06017,4,4
1000055930,AL003,5,3
1000055983,07026,4,4
1000055991,01011,5,4
1000056002,PT021,5,4
1000056002,UB028,5,4
1000056002,UB048,5,5
1000056002,04021,5,5
1000056002,PT023,5,4
1000056011,IV035,5,4
1000056011,07042,5,5
1000056016,FC015,5,3
1000056081,FD041,5,4
1000056090,AL004,5,3
1000056090,06017,5,4
1000056102,IN001,5,5
1000056102,01033,5,5
1000056344,11008,5,4
1000056400,JH014,5,4
1000056400,UB047,5,5
1000056406,FD035,5,4
1000057273,AL003,5,3
1000057489,02007,4,3
1000057489,AL003,4,3
1000057509,13008,5,4
1000057509,02007,5,3
1000057528,02007,5,3
1000057667,FD040,5,4
1000057667,UB044,5,5
1000057667,FD036,5,4
1000057959,02007,5,3
1000058378,AL003,5,3
1000058389,FC015,3,3
1000058389,AL003,3,3
1000058416,09007,4,4
1000058434,AB004,5,4
1000058518,JA019,5,3
1000058697,AL003,5,3
1000058697,06017,5,4
1000058762,02007,4,3
1000059256,PI152,4,2
1000059516,PI108,4,2
1000059962,FD060,5,5
1000059962,03034,5,5
1000060419,JA022,5,4
1000060419,03018,5,4
1000060419,PI153,5,3
1000060419,03028,5,5
1000060419,IV035,5,4
1000060419,AL003,5,3
1000060419,UB039,5,4
1000060419,FD035,5,4
1000060419,FD029,5,4
1000060419,06025,5,5
1000060840,FD035,5,4
1000060840,AL003,5,3
1000061580,FD008,5,3
1000061580,16002,5,4
1000061649,AL003,3,3
1000061811,AL003,4,3
1000061811,AL024,4,4
1000061896,AL003,3,3
1000061968,FD010,4,3
1000062000,03034,5,5
1000062000,02012,5,5
1000062000,04020,5,5
1000062000,FD089,5,4
1000062142,03034,5,5
1000062164,FD077,4,3
1000062164,AL003,4,3
1000062227,13008,5,4
1000062227,IV035,5,4
1000062227,06022,5,4
1000062301,FC005,4,4
1000062362,03030,5,5
1000062387,UA002,4,3
1000062448,FD011,3,3
1000062448,FD008,3,3
1000062604,UB041,4,4
1000062829,06017,4,4
1000062871,NE002,5,3
1000062871,SC123,5,3
1000062871,AL003,5,3
1000062871,SC097,5,4
1000062871,NN025,5,3
1000062882,04015,5,4
1000062882,06027,5,5
1000062882,01033,5,5
1000062934,FD008,3,3
1000063473,17006,5,5
1000063536,NN022,3,2
1000063728,AL003,4,3
1000063748,AL003,4,3
1000063927,FC005,4,4
1000064603,IN001,5,5
1000064603,07042,5,5
1000064603,AL024,5,4
1000064603,AL003,5,3
1000064603,UB047,5,5
1000064770,AL003,4,3
1000064770,02007,4,3
1000064796,IV021,5,3
1000064796,03018,5,4
1000064796,03028,5,5
1000064796,FD060,5,5
1000064796,03034,5,5
1000064796,SC010,5,2
1000064796,03003,5,2
1000064796,SC025,5,2
1000064850,02007,3,3
1000065181,FD060,5,5
1000065181,FD056,5,5
1000065181,04023,5,5
1000065181,NN020,5,2
1000065181,FD082,5,3
1000065181,NN024,5,3
1000065204,08018,5,4
1000065213,FD077,5,3
1000065213,AL003,5,3
1000065213,AL004,5,3
1000065213,AL058,5,4
1000065322,06022,5,4
1000065322,03028,5,5
1000065322,03017,5,4
1000065322,03026,5,4
1000065322,03027,5,4
1000065322,01018,5,4
1000065426,02007,3,3
1000065859,06017,4,4
1000065859,03011,4,4
1000065973,02018,3,3
1000066090,06055,4,3
1000066090,NN018,4,5
1000066090,UA002,4,3
1000066092,AL003,4,3
1000066255,FD023,5,4
1000066255,NN025,5,3
1000066372,FD083,4,3
1000066754,13008,5,4
1000066754,IV035,5,4
1000066754,06022,5,4
1000066815,02007,3,3
1000066815,01007,3,3
1000066968,AL003,4,3
1000067517,PI153,3,3
1000067533,AL003,3,3
1000067632,03015,5,4
1000067632,02007,5,3
1000067632,02013,5,5
1000067632,AL003,5,3
1000067632,06017,5,4
1000067713,IN025,4,3
1000067713,PI152,4,2
1000067713,AL024,4,4
1000067713,AL023,4,4
1000067713,01057,4,4
1000067713,NN026,4,3
1000067886,02007,4,3
1000068077,AL002,5,3
1000068085,03026,5,4
1000068202,PI153,4,3
1000068202,02007,4,3
1000068659,NN025,5,3
1000068659,AL003,5,3
1000068805,FD060,5,5
1000068805,FD029,5,4
1000068816,02007,4,3
1000068836,06030,5,5
1000068836,07021,5,4
1000068848,UB047,5,5
1000068848,02014,5,5
1000068848,AL035,5,5
1000068848,AL004,5,3
1000068848,06025,5,5
1000068848,04015,5,4
1000068848,06017,5,4
1000068848,06022,5,4
1000068848,08005,5,5
1000069628,02011,5,4
1000069628,FD025,5,4
1000069628,JA019,5,3
1000069628,IN001,5,5
1000069628,JH006,5,4
1000069628,AB016,5,5
1000069628,FD060,5,5
1000069628,FD019,5,4
1000069681,FD007,4,3
1000069735,AL003,4,3
1000069751,AB026,3,3
1000069813,05005,4,4
1000070221,06059,5,3
1000070221,AL003,5,3
1000070221,PI153,5,3
1000070280,JA034,4,4
1000070285,13011,5,5
1000070337,FD085,4,3
1000070337,ET030,4,3
1000070343,AL003,4,3
1000070366,02007,4,3
1000070593,02007,4,3
1000070627,SC120,5,5
1000070668,FD063,5,5
1000070707,NI001,3,3
1000070707,FC014,3,3
1000070800,07019,5,3
1000070834,AL003,4,3
1000070855,PT001,5,4
1000070855,04020,5,5
1000070876,FD060,5,5
1000070876,08014,5,3
1000070876,02024,5,5
1000070876,01034,5,5
1000070876,02014,5,5
1000070876,02011,5,4
1000070925,AL003,4,3
1000070933,02007,4,3
1000070933,IV035,4,4
1000070957,07042,5,5
1000070957,03029,5,5
1000070957,03030,5,5
1000070957,17006,5,5
1000071030,LM047,5,5
1000071100,FD082,5,3
1000071100,FD036,5,4
1000071100,UB047,5,5
1000071100,06025,5,5
1000071100,FD058,5,5
1000071100,AL003,5,3
1000071100,05004,5,4
1000071224,AL003,5,3
1000071242,IV022,5,3
1000071242,03028,5,5
1000071242,01009,5,3
1000071242,07021,5,4
1000071242,03026,5,4
1000071242,02007,5,3
1000071242,03030,5,5
1000071289,06022,4,4
1000071338,AL004,4,3
1000071560,06017,5,4
1000071560,06025,5,5
1000071591,02007,4,3
1000071591,06022,4,4
1000071591,06017,4,4
1000071605,IN001,5,5
1000071613,04015,5,4
1000071613,JA028,5,4
1000071613,06025,5,5
1000071613,JA026,5,4
1000071613,IN001,5,5
1000071613,01039,5,5
1000071613,FD059,5,5
1000071623,06025,5,5
1000071623,JA026,5,4
1000071638,AL003,5,3
1000071756,IN001,5,5
1000071906,FD054,5,5
1000071906,14002,5,4
1000071906,SC087,5,4
1000072121,02007,3,3
1000072181,01010,5,3
1000072346,08014,4,3
1000072413,06025,5,5
1000072454,AL003,4,3
1000072578,07026,4,4
1000072848,NN025,5,3
1000072848,AB020,5,4
1000072848,JA019,5,3
1000072848,ES066,5,5
1000072848,UB047,5,5
1000072848,EU017,5,5
1000072848,AL004,5,3
1000072848,UB048,5,5
1000072848,AL003,5,3
1000072848,EZ001,5,4
1000072967,NN018,5,5
1000073147,04021,5,5
1000073147,02007,5,3
1000073241,AB031,3,3
1000073331,NE002,3,3
1000073424,FD075,4,3
1000073455,FD027,5,4
1000073462,IN001,5,5
1000073462,FD063,5,5
1000073462,EZ019,5,2
1000073462,EU020,5,4
1000073462,SC107,5,5
1000073467,03026,4,4
1000073496,PI124,5,3
1000073512,07026,5,4
1000073607,02007,3,3
1000073664,AL003,3,3
1000073720,IV011,5,3
1000073900,03015,5,4
1000073900,02007,5,3
1000073948,NI001,5,3
1000073948,AL003,5,3
1000073987,01018,5,4
1000074037,FD083,4,3
1000074037,FD008,4,3
1000074124,07045,4,5
1000074124,AL016,4,4
1000074138,NE006,4,3
1000074138,PI153,4,3
1000074329,01034,5,5
1000074380,03026,5,4
1000074395,02007,4,3
1000074395,02001,4,4
1000074442,PI139,5,4
1000074442,SC089,5,4
1000074464,NE009,5,4
1000074464,FD060,5,5
1000074464,PT001,5,4
1000074534,AL003,5,3
1000074550,08014,5,3
1000074553,03031,5,5
1000074553,FD006,5,3
1000074589,02007,3,3
1000074670,FD067,5,5
1000074812,03026,5,4
1000074865,02007,3,3
1000074985,14005,4,4
1000075001,FD058,5,5
1000075038,FD077,4,3
1000075042,FD049,5,4
1000075042,FD077,5,3
1000075133,06028,5,5
1000075163,03029,5,5
1000075163,03018,5,4
1000075203,AL003,3,3
1000075232,02007,4,3
1000075232,03014,4,4
1000075232,06017,4,4
1000075312,06012,4,3
1000075557,FD027,4,4
1000075557,AL003,4,3
1000075645,ES022,3,3
1000075673,FD049,4,4
1000075673,FD036,4,4
1000075673,LM042,4,4
1000075673,AL058,4,4
1000075685,06028,5,5
1000075685,06025,5,5
1000075685,06017,5,4
1000075721,AL003,3,3
1000075754,AL003,4,3
1000075848,AL003,4,3
1000075989,02007,5,3
1000076063,AL003,4,3
1000076063,FC005,4,4
1000076096,02007,4,3
1000076096,06022,4,4
1000076096,13009,4,4
1000076096,06017,4,4
1000076096,AL003,4,3
1000076096,SC046,4,3
1000076165,NN026,5,3
1000076165,AL024,5,4
1000076165,06017,5,4
1000076241,06017,4,4
1000076315,UB045,5,5
1000076333,04023,5,5
1000076333,PT006,5,3
1000076333,FD088,5,4
1000076333,FD074,5,2
1000076333,FD035,5,4
1000076333,NE011,5,4
1000076333,03013,5,4
1000076333,ES022,5,3
1000076333,UB026,5,3
1000076333,06018,5,4
1000076333,AL003,5,3
1000076333,FD037,5,4
1000076333,IN018,5,4
1000076379,01018,4,4
1000076388,PI146,5,5
1000076388,FD035,5,4
1000076690,02007,4,3
1000076782,AL024,4,4
1000077148,AL003,5,3
1000077151,FD057,5,5
1000077165,13018,5,4
1000077165,06022,5,4
1000077165,09051,5,5
1000077165,06025,5,5
1000077339,03029,5,5
1000077391,09024,2,2
1000077395,07021,4,4
1000077395,02007,4,3
1000077395,03026,4,4
1000077427,03026,5,4
1000077548,PT006,3,3
1000077548,FD035,3,4
1000077548,02007,3,3
1000077576,03028,5,5
1000077623,AL003,4,3
1000077634,FD057,5,5
1000077644,AM008,5,4
1000077830,NN025,4,3
1000077830,ET031,4,3
1000077837,03011,5,4
1000077842,17005,4,4
1000077849,09014,5,5
1000077851,03014,5,4
1000077851,06017,5,4
1000078017,NN025,3,3
1000078047,06033,4,3
1000078047,07012,4,3
1000078064,NE002,5,3
1000078064,02007,5,3
1000078064,NN025,5,3
1000078113,03034,5,5
1000078113,NN004,5,5
1000078113,FD058,5,5
1000078113,FD036,5,4
1000078113,PT004,5,4
1000078118,NE006,4,3
1000078190,FD060,5,5
1000078190,FD035,5,4
1000078365,FC005,5,4
1000078365,06014,5,3
1000078365,13009,5,4
1000078477,AL003,5,3
1000078477,FC005,5,4
1000078477,03028,5,5
1000078540,06025,5,5
1000078656,01011,4,4
1000078656,06007,4,3
1000078656,03016,4,4
1000078682,AL003,4,3
1000078757,06017,4,4
1000078783,FD057,5,5
1000078783,AB032,5,3
1000078783,UA002,5,3
1000078783,FC015,5,3
1000078832,UB010,5,3
1000078832,FD089,5,4
1000078832,AL003,5,3
1000078832,SC035,5,3
1000078873,01010,4,3
1000078945,03034,5,5
1000078945,01034,5,5
1000078971,06022,4,4
1000079029,AL003,5,3
1000079029,05005,5,4
1000079029,13008,5,4
1000079029,PI153,5,3
1000079062,PT046,5,3
1000079062,04015,5,4
1000079062,PT002,5,4
1000079062,LM032,5,4
1000079062,RB007,5,4
1000079062,07045,5,5
1000079062,UB031,5,4
1000079062,UB048,5,5
1000079062,AL027,5,4
1000079115,03034,5,5
1000079115,03028,5,5
1000079142,IV076,5,5
1000079142,FD054,5,5
1000079221,08014,3,3
1000079221,02005,3,3
1000079221,01007,3,3
1000079226,UB048,5,5
1000079279,03026,4,4
1000079283,IN006,5,5
1000079283,03026,5,4
1000079283,03020,5,4
1000079326,FD086,5,4
1000079326,03020,5,4
1000079326,AL002,5,3
1000079326,AL058,5,4
1000079326,UB047,5,5
1000079379,04022,5,5
1000079379,13012,5,5
1000079379,07021,5,4
1000079379,05011,5,3
1000079379,07044,5,5
1000079399,FD085,4,3
1000079437,07042,4,5
1000079437,EU017,4,5
1000079538,03029,5,5
1000079538,03028,5,5
1000079538,AL003,5,3
1000079538,03034,5,5
1000079539,JA002,3,2
1000079566,02007,5,3
1000079566,AL003,5,3
1000079566,UB047,5,5
1000079566,11006,5,3
1000079566,05003,5,3
1000079649,02007,3,3
1000079660,FD006,4,3
1000079822,FD056,5,5
1000079822,FD041,5,4
1000079822,FD021,5,4
1000079822,FD006,5,3
1000079822,06017,5,4
1000079904,FD004,3,3
1000079985,03029,5,5
1000079985,FD007,5,3
1000079990,05003,3,3
1000079997,06022,4,4
1000080087,IN003,5,4
1000080087,PI146,5,5
1000080103,NN025,3,3
1000080140,06028,5,5
1000080140,06025,5,5
1000080140,06017,5,4
1000080140,FD067,5,5
1000080176,AL003,3,3
1000080392,FD063,5,5
1000080392,02012,5,5
1000080430,01021,3,4
1000080505,NN025,5,3
1000080505,NE008,5,3
1000080505,AL024,5,4
1000080505,NE006,5,3
1000080534,FD067,5,5
1000080597,02007,4,3
1000080640,FD060,5,5
1000080699,FD067,5,5
1000080699,FD063,5,5
1000080699,FD054,5,5
1000080699,FD019,5,4
1000080699,FD017,5,4
1000080699,EU020,5,4
1000080699,FD060,5,5
1000080699,PT050,5,5
1000080699,AL058,5,4
1000080699,FD056,5,5
1000080913,IN001,5,5
1000080974,02007,4,3
1000080974,AL003,4,3
1000080997,AL003,5,3
1000081002,06055,5,3
1000081020,14005,4,4
1000081068,AL003,3,3
1000081126,AL003,4,3
1000081131,FC016,4,3
1000081131,06015,4,3
1000081155,06025,5,5
1000081155,06017,5,4
1000081239,04015,3,4
1000081272,03031,5,5
1000081272,03028,5,5
1000081272,03029,5,5
1000081302,UB035,4,4
1000081302,02023,4,4
1000081302,01018,4,4
1000081303,03026,4,4
1000081322,03033,5,5
1000081322,02004,5,4
1000081332,01033,5,5
1000081332,01027,5,5
1000081332,02001,5,4
1000081332,07043,5,5
1000081332,02007,5,3
1000081351,IV009,4,3
1000081351,AL024,4,4
1000081351,OM009,4,3
1000081351,NN038,4,3
1000081351,UA002,4,3
1000081399,UA002,5,3
1000081399,FD060,5,5
1000081399,OM020,5,4
1000081399,FD054,5,5
1000081399,16002,5,4
1000081399,EU017,5,5
1000081425,03029,4,5
1000081425,02007,4,3
1000081425,06022,4,4
1000081469,01017,3,4
1000081475,03018,4,4
1000081475,03026,4,4
1000081551,FD035,5,4
1000081587,FD060,5,5
1000081587,ES004,5,2
1000081587,AL003,5,3
1000081709,FC005,5,4
1000081722,PI122,4,3
1000081727,FD060,5,5
1000081766,06003,3,2
1000081766,AB003,3,5
1000081766,FD085,3,3
1000081766,06024,3,4
1000081766,AL002,3,3
1000081766,AL003,3,3
1000081766,PI152,3,2
1000081766,12020,3,3
1000081917,NI001,4,3
1000081917,NE002,4,3
1000081917,FD083,4,3
1000081917,FD008,4,3
1000081917,ES026,4,3
1000081917,06010,4,3
1000081917,JA019,4,3
1000081996,02029,4,3
1000082035,03011,5,4
1000082055,FD004,5,3
1000082177,PI153,4,3
1000082222,03028,5,5
1000082222,03026,5,4
1000082270,03026,5,4
1000082271,12046,5,3
1000082271,06028,5,5
1000082271,06025,5,5
1000082271,06017,5,4
1000082271,12006,5,3
1000082271,17006,5,5
1000082458,JA004,5,3
1000082463,02024,5,5
1000082463,02014,5,5
1000082482,NE014,5,4
1000082482,LM042,5,4
1000082530,06022,5,4
1000082601,FD087,5,4
1000082601,FD058,5,5
1000082601,UB047,5,5
1000082673,AL058,5,4
1000082673,AL002,5,3
1000082675,FD049,4,4
1000082743,JA022,4,4
1000082784,NN025,3,3
1000082988,06024,5,4
1000083003,01033,5,5
1000083003,01026,5,4
1000083004,17006,5,5
1000083004,UB047,5,5
1000083004,02007,5,3
1000083137,01009,4,3
1000083137,02007,4,3
1000083137,PT023,4,4
1000083147,01034,5,5
1000083147,03028,5,5
1000083147,03029,5,5
1000083147,03017,5,4
1000083147,01018,5,4
1000083147,IN001,5,5
1000083175,AL003,4,3
1000083196,03003,4,2
1000083196,06003,4,2
1000083256,FD036,4,4
1000083312,ES038,5,4
1000083312,IN001,5,5
1000083312,FD086,5,4
1000083312,01017,5,4
1000083312,03026,5,4
1000083312,FD036,5,4
1000083312,FD011,5,3
1000083312,06025,5,5
1000083312,06017,5,4
1000083449,AL002,3,3
1000083453,07020,3,3
1000083459,AL003,5,3
1000083459,UB047,5,5
1000083591,AL003,3,3
1000083621,FD077,4,3
1000083653,FD040,5,4
1000083658,01018,4,4
1000083817,03029,5,5
1000083817,04011,5,4
1000083817,09014,5,5
1000083817,FD058,5,5
1000083817,RB007,5,4
1000083839,03028,5,5
1000083839,02007,5,3
1000083955,02007,4,3
1000083955,03026,4,4
1000083955,PI153,4,3
1000084074,UB047,5,5
1000084241,EU005,4,3
1000084317,EU017,5,5
1000084351,07026,5,4
1000084351,AL003,5,3
1000084474,06017,4,4
1000084503,02007,5,3
1000084503,03012,5,4
1000084503,SC105,5,5
1000084518,06010,3,3
1000084537,FD063,5,5
1000084537,FD060,5,5
1000084537,02007,5,3
1000084537,FD027,5,4
1000084647,FD036,5,4
1000084647,NN020,5,2
1000084653,FD058,5,5
1000084653,03012,5,4
1000084653,06018,5,4
1000084673,13008,4,4
1000084677,03029,5,5
1000084688,02007,5,3
1000084724,01017,4,4
1000084724,FC005,4,4
1000084724,02007,4,3
1000084724,IV035,4,4
1000084843,02012,5,5
1000084843,02007,5,3
1000084894,AL003,4,3
1000085089,AL003,4,3
1000085160,13008,4,4
1000085327,JA019,5,3
1000085327,03020,5,4
1000085327,07026,5,4
1000085386,02007,3,3
1000085426,01030,5,5
1000085493,LM042,4,4
1000085635,03028,5,5
1000085635,06025,5,5
1000085717,04023,5,5
1000085717,FD056,5,5
1000085741,06022,5,4
1000085741,SC087,5,4
1000085765,02007,4,3
1000085765,FC010,4,3
1000085765,FC009,4,3
1000085765,13008,4,4
1000085914,FC005,5,4
1000085914,AL003,5,3
1000085932,AL058,5,4
1000085948,03026,5,4
1000086029,06022,5,4
1000086029,06017,5,4
1000086033,AB013,5,5
1000086033,AL033,5,5
1000086033,06017,5,4
1000086033,SC103,5,5
1000086035,FD008,5,3
1000086035,02011,5,4
1000086119,02007,5,3
1000086128,FC010,4,3
1000086168,SC120,5,5
1000086182,PI124,4,3
1000086227,NE006,4,3
1000086267,03028,5,5
1000086322,AB003,5,5
1000086322,FD067,5,5
1000086322,06017,5,4
1000086322,02007,5,3
1000086408,06023,4,4
1000086434,12046,5,3
1000086742,AL003,4,3
1000086836,02007,3,3
1000087078,FD060,5,5
1000087078,02007,5,3
1000087198,02007,3,3
1000087344,02007,3,3
1000087361,01017,3,4
1000087361,02007,3,3
1000087361,AL003,3,3
1000087442,NN044,4,4
1000087442,PI153,4,3
1000087462,AL003,3,3
1000087530,03028,5,5
1000087625,17006,5,5
1000087625,02007,5,3
1000087644,FD008,4,3
1000087644,FD034,4,4
1000087769,13008,4,4
1000087769,02007,4,3
1000087775,07045,5,5
1000087775,02011,5,4
1000087788,IN003,5,4
1000087788,07041,5,5
1000087920,FD060,5,5
1000087920,06029,5,5
1000087920,01037,5,5
1000087920,01017,5,4
1000087920,FD066,5,5
1000087927,04021,5,5
1000087996,02007,4,3
1000088086,06017,4,4
1000088176,UB047,5,5
1000088201,02007,3,3
1000088273,03033,5,5
1000088298,LM042,4,4
1000088332,03026,4,4
1000088663,NN025,3,3
1000088762,AL003,4,3
1000088870,13008,4,4
1000088873,FC016,4,3
1000088873,IV009,4,3
1000088873,AL003,4,3
1000088873,FC015,4,3
1000088991,AL003,3,3
1000089025,FD004,4,3
1000089056,03028,5,5
1000089056,NN045,5,4
1000089176,AB009,4,4
1000089246,03015,5,4
1000089246,12027,5,3
1000089246,06023,5,4
1000089246,02007,5,3
1000089246,07019,5,3
1000089247,01017,4,4
1000089247,03026,4,4
1000089247,06022,4,4
1000089247,03018,4,4
1000089256,02007,4,3
1000089256,PI123,4,3
1000089334,06027,5,5
1000089358,PI153,4,3
1000089358,AL003,4,3
1000089384,ET024,4,4
1000089384,NN025,4,3
1000089384,AL024,4,4
1000089483,IN001,5,5
1000089483,02001,5,4
1000089483,06017,5,4
1000089590,NN025,4,3
1000089702,03004,3,2
1000089728,ES065,5,5
1000089728,ES052,5,5
1000089762,FC005,4,4
1000089762,13024,4,4
1000089762,10045,4,3
1000089762,FC016,4,3
1000089762,02018,4,3
1000089762,AL003,4,3
1000089842,AL003,5,3
1000089862,06012,3,3
1000089862,02007,3,3
1000089908,11002,5,5
1000090028,03018,5,4
1000090048,01018,4,4
1000090115,03029,5,5
1000090115,03028,5,5
1000090287,FD008,3,3
1000090347,09006,5,4
1000090347,10006,5,4
1000090573,FD067,5,5
1000090573,IN003,5,4
1000090795,NE006,5,3
1000090795,AL004,5,3
1000091013,06055,4,3
1000091235,03034,5,5
1000091618,PI153,4,3
1000091618,FD077,4,3
1000091618,FD009,4,3
1000091621,01032,5,5
1000091621,07039,5,5
1000091621,AL003,5,3
1000091686,06057,5,3
1000091686,06030,5,5
1000091686,AL058,5,4
